66 0.0000 
132 0.0000 
198 0.0219 
264 0.0569 
330 0.0570 
396 0.0587 
462 0.0587 
528 0.1428 
594 0.2376 
660 0.2394 
726 0.2394 
792 0.2414 
858 0.2414 
924 0.2429 
990 0.2336 
1056 0.2351 
1122 0.2429 
1188 0.2429 
1254 0.2429 
1320 0.2429 
