100 0.2197 
110 0.5972 
120 0.5919 
130 0.5865 
140 0.5873 
150 0.5865 
160 0.4685 
170 0.4685 
180 0.4685 
190 0.6735 
200 0.6925 
210 0.7752 
220 0.7754 
230 0.7754 
240 0.7754 
250 0.7754 
260 0.7754 
270 0.7758 
280 0.7758 
290 0.8931 
