Time,Energy,Cost
0.0,0.00571570830963035,0.7789328069346827
8.642225291547679e-05,0.0019363297103392946,0.4719569914445345
3.423257852771545e-05,0.005248434097951044,0.381602257964849
5.893532375316738e-06,0.0008059082387567027,0.7884518511187505
0.00010083919347925202,0.0025534239584309743,0.3282693930352427
6.214824164052085e-05,0.005108042886414138,0.3105511113428942
0.0001002883319030387,0.0010737680127112553,0.3418655317997382
4.260886713082164e-05,0.0005457809484477418,0.6441376749672673
5.2922866863626826e-05,0.0038359809457421553,0.36284037944622166
0.0001233904346235042,0.0036835027583136666,0.30563452723241485
0.00012203278356110635,0.003758872481919967,0.21495006259811003
0.0001558510636220518,0.0003338469037801481,0.43954577245205845
0.00010182750285821493,0.00036991727035271953,0.3356122533801306
0.00012085144658763208,0.0003696421633773406,0.3285679696892132
0.00016636111762060172,0.00036940983825620703,0.3285679696892132
0.00010632866891879808,0.00036619326431695554,0.44285215161221153
0.00018033081027673682,0.0003197892740343101,0.3863547073119385
0.00017497437430778306,0.0003434604941095647,0.4332304902696814
3.9688441213104535e-05,0.002493060245461968,0.4366630311826691
1.2844097653335502e-05,0.00037265728102230756,0.6571558016260558
0.00012579094073755575,0.0004149501637673529,0.32625486933896325
7.53270663131592e-05,0.0024914712286802777,0.4366630311826691
8.924438039106828e-05,0.0036173433755449704,0.3246909262175587
0.00012470179153089105,0.0033761016430145442,0.323347445451535
1.2181959202097292e-05,0.005121194031440883,0.4515437013431229
0.00022859598908224734,0.0003335851777052666,0.3451094068509366
5.186286173966259e-05,0.0003037572689208217,0.6411520398253012
9.73086702738723e-05,0.0020673718717558443,0.3824525071767758
0.00019387681100071604,0.0035873754456939295,0.29094836568134236
0.0001339320873665566,0.003515579093199572,0.2912897306031936
0.0001754559756439794,0.0003296836455674436,0.43671776585819516
8.229885051172288e-05,0.0019813808984459067,0.4015376913973967
7.944356291734298e-05,0.0026094453616482475,0.42827825386918905
4.8287151518218017e-05,0.0007866976909956008,0.5072362702825816
5.588827738837793e-05,0.0003603950941833705,0.6318042760665469
2.8948036461789532e-05,0.002727154618161854,0.4684536331520515
0.00010390165104728297,0.0002676477028308188,0.4774896428266539
6.80768843237583e-05,0.0003101556776683601,0.5258407604650627
0.000159256020667664,0.001046229538027322,0.3077039646051701
0.00013397029798325381,0.00034482338791249576,0.45741312543804097
7.816720521292688e-05,0.00032070594741524116,0.49672340301159573
8.104989427960483e-05,0.004032274617353552,0.3273786889280861
0.00012099390164991026,0.003553660043279991,0.31393818970538606
0.00016837736439762085,0.0034297050612149657,0.29814251520517343
0.00012962383980720375,0.002671629615776511,0.320626329194639
7.065542207162481e-05,0.00015932580407525553,0.6012251095243368
0.00011427179289890263,0.00014828000070528938,0.6012251095243368
6.3538056234266715e-06,0.0006718989746063057,0.7216235261682185
0.00010459469576797163,0.0001509901308785875,0.47792206012425487
5.703913876320346e-05,0.00020171204583638012,0.6739004431636089
5.829573740062188e-05,0.00021467876712010517,0.5896602109517913
3.479357519259422e-05,0.00296055250982225,0.4086605027430592
0.0001516023297724587,0.0017523674227961485,0.30262763933372205
9.508275716844336e-05,0.0018313455802687808,0.47299098974482906
7.68384910657353e-05,0.0001707144307824837,0.5653904823510175
0.00021915418452452925,7.177722439567403e-05,0.3833674755288449
7.085250722119584e-05,0.0026367256557142528,0.4272403588220895
9.550712408240707e-05,0.0001529083833495554,0.5653904823510175
7.206871728303726e-05,0.0002299428347390372,0.5508180072587684
0.00011832236138574447,2.6895529937932675e-07,0.4932330765380226
0.00011548986035355702,0.00012710673133339685,0.5104065296428604
0.00018351041942731654,0.0,0.6773553949963176
9.4107340058832e-05,0.0030430870441472734,0.37936813025566324
